_id,BERDO ID,Tax Parcel ID,Property Owner Name,Building Address,Geospatial Address,Geospatial Address,Building Address City,Building Address Zip  Code,Parcel Address,Parcel Address City,Parcel Address Zip Code,Reported Gross Floor Area (Sq Ft),Reported Enclosed Parking Area (Sq Ft),Largest Property Type,All Property Types and GFAs,Site EUI (Energy Use Intensity kBtu/ft2),Energy Star Score,Total Site Energy Usage (kBtu),Natural Gas Usage (kBtu),Natural Gas Emissions (kgCO2e),Electricity Usage (kWh),Electricity Emissions (kgCO2e),Renewable System Electricity Usage Onsite (kBtu),District Hot Water Usage (kBtu),District Hot Water Emissions (kgCO2e),District Chilled Water Usage (kBtu),District Chilled Water Emissions (kgCO2e),District Steam Usage (kBtu),District Steam Emissions (kgCO2e),Fuel Oil 1 Usage (kBtu),Fuel Oil 1 Emissions (kgCO2e),Fuel Oil 2 Usage (kBtu),Fuel Oil 2 Emissions (kgCO2e),Fuel Oil 4 Usage (kBtu),Fuel Oil 4 Emissions (kgCO2e),Fuel Oil 5 and 6 Usage (kBtu),Fuel Oil 5 and 6 Emissions (kgCO2e),Propane Usage (kBtu),Propane Emissions (kgCO2e),Diesel Usage (kBtu),Diesel Emissions (kgCO2e),Kerosene Usage (kBtu),Kerosene Emissions (kgCO2e),Water Usage Intensity (Gallons/ft2),Compliance Status,Estimated Total GHG Emissions (kgCO2e),First Emissions Compliance Year (Projected),Community Choice Electricity Participation,Renewable Energy Purchased through a Power Purchase Agreement (,Renewable Energy Certificate (REC) Purchase,Backup Generator,Battery Storage,Electric Vehicle (EV) Charging,Corresponding Campus ID,Notes
1384,101996,1103307000,city of boston,10-12 metcalf ct,10,12 metcalf ct,,2130,119 south st,boston,2130,11088,,Multifamily Housing,Multifamily Housing (11088.0),101.8,,1128782.508,974700,51766.317,45159,9263.917,,,,,,,,,,,,,,,,,,,,,,60.62,in compliance,61030.234,2025,No,No,No,No,No,No,,
1385,101997,1103307000,city of boston,15-17 metcalf ct,15,17 metcalf ct,,2130,119 south st,boston,2130,16632,,Multifamily Housing,Multifamily Housing (16632.0),102,,1696328.88,1465200,77816.772,67740,13896.184,,,,,,,,,,,,,,,,,,,,,,60.62,in compliance,91712.956,2025,No,No,No,No,No,No,,
1386,101998,1103307000,city of boston,15-19 saint rose st,15,19 saint rose st,,2130,119 south st,boston,2130,18498,,Multifamily Housing,Multifamily Housing (18498.0),102,,1887060.08,1630000,86569.3,75340,15455.248,,,,,,,,,,,,,,,,,,,,,,60.63,in compliance,102024.548,2025,No,No,No,No,No,No,,
1387,101999,1103307000,city of boston,21-23 saint rose st,21,23 saint rose st,,2130,119 south st,boston,2130,11088,,Multifamily Housing,Multifamily Housing (11088.0),101.8,,1128782.508,974700,51766.317,45159,9263.917,,,,,,,,,,,,,,,,,,,,,,60.62,in compliance,61030.234,2025,No,No,No,No,No,No,,
1388,102000,1103307000,city of boston,25-27 saint rose st,25,27 saint rose st,,2130,119 south st,boston,2130,16632,,Multifamily Housing,Multifamily Housing (16632.0),102,,1696328.88,1465200,77816.772,67740,13896.184,,,,,,,,,,,,,,,,,,,,,,60.62,in compliance,91712.956,2025,No,No,No,No,No,No,,
1389,102001,1103307000,city of boston,31-35 saint rose st,31,35 saint rose st,,2130,119 south st,boston,2130,11088,,Multifamily Housing,Multifamily Housing (11088.0),101.8,,1128782.508,974700,51766.317,45159,9263.917,,,,,,,,,,,,,,,,,,,,,,60.62,in compliance,61030.234,2025,No,No,No,No,No,No,,
3567,105291,1103719020,residences at forest hills,3686 washington st,3686 washington st,3686 washington st,,2130,3694 washington st,boston,2130,189903,21045,Multifamily Housing,"Multifamily Housing (189903.0),Parking (22260.0)",35.9,99,6812900.104,3818300.3,202789.929,877667,180044.608,,,,,,,,,,,,,,,,,,,,,,26.25,in compliance,382834.537,2025,No,No,No,No,No,No,,
2920,104371,1103774000,mcleod robert n,131 morton st,131 morton st,131 morton st,,2130,131  141 morton st,boston,2130,52300,,Multifamily Housing,Multifamily Housing (52300.0),52.7,72,2757387.477,1883484.2,100031.846,256126.4,52541.77,,,,,,,,,,,,,,,,,,,,,,37.62,in compliance,152573.616,2025,No,No,No,No,No,No,,
2744,104152,1200023010,madison housing dev llc mass llc,205-213 dudley st,205,213 dudley st,,2119,205  213 dudley st,boston,2119,44000,,Multifamily Housing,Multifamily Housing (44000.0),43.5,97,1911904.296,1283216,68151.602,184258,37798.686,,,,,,,,,,,,,,,,,,,,,,56.1,in compliance,105950.288,2030,I'm not sure,No,No,No,I'm not sure,I'm not sure,,
3733,105584,1200183001,s a m h corp,138-148 warren st,138,148 warren st,,2119,138  148 warren st,boston,2119,24200,,Multifamily Housing,"Personal Services (Health/Beauty, Dry Cleaning, etc) (1500.0),Multifamily Housing (21525.0),Social/Meeting Hall (1175.0)",68,,1645748.976,1389599.9,73801.651,75073,15400.475,,,,,,,,,,,,,,,,,,,,,,5.61,in compliance,89202.126,2030,Yes,No,No,No,Yes,Yes,,
4450,106538,1200280000,van ness terrace,238-248 warren st,238,248 warren st,,2119,236 248a warren st,boston,2119,46996,,Multifamily Housing,Multifamily Housing (46996.0),61.3,75,2882883.176,2224629.9,118150.094,192923,39576.224,,,,,,,,,,,,,,,,,,,,,,41.39,in compliance,157726.318,2025,No,No,No,No,No,No,,
3693,105495,1200302000,,2 waverly st,2 waverly st,2 waverly st,,2119,2 waverly st,boston,2119,91430,,Multifamily Housing,Multifamily Housing (91430.0),46.4,92,4243864.464,3060337.2,162534.509,346872,71157.322,,,,,,,,,,,,,,,,,,,,,,29.66,in compliance,233691.831,2025,No,No,No,No,No,No,,
2647,104038,1200420000,laconcha limited partnership,3 alaska st,3 alaska st,3 alaska st,,2119,3  15 alaska st,boston,2119,42548,,Multifamily Housing,Multifamily Housing (42548.0),53.9,80,2293666.992,1852782,98401.252,129216,26507.37,,,,,,,,,,,,,,,,,,,,,,41.18,in compliance,124908.622,2025,I'm not sure,No,No,No,I'm not sure,I'm not sure,,
3978,105927,1200603000,st josephs community inc,90-96 regent st,90,96 regent st,,2119,rockland st,boston,2119,10080,,Multifamily Housing,Multifamily Housing (10080.0),65.7,,662293.352,561653,29829.391,29496,6050.809,,,,,,,,,,,,,,,,,,,,,,45.72,in compliance,35880.2,2030,No,No,No,No,No,No,,
3979,105928,1200603000,st josephs community inc,55-61 rockland st,55,61 rockland st,,2119,rockland st,boston,2119,4560,,Multifamily Housing,Multifamily Housing (4560.0),65.7,,299608.7808,254081.1,13494.247,13343.4,2737.265,,,,,,,,,,,,,,,,,,,,,,95.99,in compliance,16231.512,2030,No,No,No,No,No,No,,
3980,105929,1200603000,st josephs community inc,76-78 regent sq,76,78 regent sq,,2119,rockland st,boston,2119,1680,,Multifamily Housing,Multifamily Housing (1680.0),65.7,,110382.192,93608.8,4971.563,4916,1008.468,,,,,,,,,,,,,,,,,,,,,,60.56,in compliance,5980.031,2030,No,No,No,No,No,No,,
3981,105930,1200603000,st josephs community inc,108-118 regent sq,108,118 regent sq,,2119,rockland st,boston,2119,5120,,Multifamily Housing,Multifamily Housing (5120.0),65.7,,336403.0252,285284.1,15151.439,14982.1,3073.428,,,,,,,,,,,,,,,,,,,,,,42.79,in compliance,18224.867,2030,No,No,No,No,No,No,,
3982,105931,1200603000,st josephs community inc,1-4 regent sq,1,4 regent sq,,2119,rockland st,boston,2119,3360,,Multifamily Housing,Multifamily Housing (3360.0),65.7,,220764.384,187217.6,9943.127,9832,2016.936,,,,,,,,,,,,,,,,,,,,,,57.71,in compliance,11960.063,2030,No,No,No,No,No,No,,
3983,105932,1200603000,st josephs community inc,96-106 regent st,96,106 regent st,,2119,rockland st,boston,2119,4832,,Multifamily Housing,Multifamily Housing (4832.0),65.7,,317480.4328,269236.8,14299.166,14139.4,2900.557,,,,,,,,,,,,,,,,,,,,,,42.79,in compliance,17199.723,2030,No,No,No,No,No,No,,
3692,105494,1200721000,,82 walnut ave,82 walnut ave,82 walnut ave,,2119,82 walnut av,boston,2119,20688,,Multifamily Housing,Multifamily Housing (20688.0),123.6,,2556083.008,2310900.1,122731.904,71859,14741.155,,,,,,,,,,,,,,,,,,,,,,,pending revisions,137473.059,2030,No,No,No,No,No,No,,
3605,105351,1200724000,rockland st elderly housing,30 rockland st,30 rockland st,30 rockland st,,2119,26  28 rockland st,boston,2119,32980,,Multifamily Housing,Multifamily Housing (32980.0),45.8,85,1509077.671,985156.2,52321.646,153552.6,31499.78,,,,,,,,,,,,,,,,,,,,,,32.11,in compliance,83821.426,2025,No,No,No,No,No,No,,
2588,103968,1200921000,kasanof land llc,215-233 blue hill ave,215,233 blue hill ave,,2119,233 blue hill av,boston,2119,72728,0,Multifamily Housing,"Multifamily Housing (72728.0),Parking (12150.0)",56.9,43,4137622.456,2335700.9,124049.075,528113,108337.101,,,,,,,,,,,,,,,,,,,,,,39.05,in compliance,232386.176,2025,I'm not sure,No,No,No,I'm not sure,I'm not sure,,
3528,105230,1200966000,quincy-geneva iv housing,2 savin st,2 savin st,2 savin st,,2119,2 savin st,boston,2119,17325,,Multifamily Housing,Multifamily Housing (17325.0),82.9,,1436637.104,1046161,55561.611,114442,23476.632,,,,,,,,,,,,,,,,,,,,,,59.26,in compliance,79038.243,2030,No,No,No,No,No,No,,
545,100793,1201140000,boston housing auth,280 martin luther king jr blvd,280 martin luther king jr blvd,280 martin luther king jr blvd,,2119,280 martin luther king jr bl,boston,2119,95200,,Multifamily Housing,Multifamily Housing (95200.0),89.3,,8503942.8,6694900.4,355566.16,530200,108765.228,,,,,,,,,,,,,,,,,,,,,,46.12,in compliance,464331.388,2025,No,No,No,No,No,No,,
4088,106066,1201345000,taurus at fountain hill associates,16 akron st,16 akron st,16 akron st,,2119,16 akron st,boston,2119,77571,,Multifamily Housing,Multifamily Housing (77571.0),71.7,57,5564132.764,4484330.3,238162.782,316472,64921.066,,,,,,,,,,,,,,,,,,,,,,49.16,in compliance,303083.848,2025,No,No,No,No,No,No,,
3984,105934,1201420000,st josephs community inc,85-95 circuit st,85,95 circuit st,,2119,85  103 circuit st,boston,2119,5040,,Multifamily Housing,Multifamily Housing (5040.0),70.4,,354717.1132,280826.5,14914.695,21656.1,4442.532,,,,,,,,,,,,,,,,,,,,,,109.06,in compliance,19357.227,2030,No,No,No,No,No,No,,
3985,105935,1201420000,st josephs community inc,87 circuit st,87 circuit st,87 circuit st,,2119,85  103 circuit st,boston,2119,5120,,Multifamily Housing,Multifamily Housing (5120.0),70.4,,360347.7588,285284.1,15151.439,21999.9,4513.059,,,,,,,,,,,,,,,,,,,,,,109.06,in compliance,19664.498,2030,No,No,No,No,No,No,,
3958,105905,1201440000,st james estates condo trust,66 saint james st,66 saint james st,66 saint james st,,2119,66  70 st james st,boston,2119,27000,,Multifamily Housing,Multifamily Housing (27000.0),46.4,95,1251919.908,896700,47623.737,104109,21356.92,,,,,,,,,,,,,,,,,,,,,,18.75,in compliance,68980.657,2030,No,No,No,No,No,No,,
5103,107531,1201820000,,51 humboldt av,51 humboldt av,51 humboldt av,,2119,,,,27494,,Multifamily Housing,Multifamily Housing (27494.0),61.5,81,1691223.549,1552159.3,82435.18,40757.4,8360.973,,,,,,,,,,,,,,,,,,,,,,87.71,in compliance,90796.153,2030,No,No,No,No,No,No,,
404,100565,1201880000,bcn properties lps,18 bower st,18 bower st,18 bower st,,2119,76  2 bower st,boston,2119,17580,,Multifamily Housing,Multifamily Housing (17580.0),148.8,,2615938.281,2219657,117885.983,116143.4,23825.657,,,,,,,,,,,,,,,,,,,,,,148.09,pending revisions,141711.64,2025,No,No,No,No,No,No,,
405,100566,1201880000,bcn properties lps,54 bower st,54 bower st,54 bower st,,2119,76  2 bower st,boston,2119,7690,,Multifamily Housing,Multifamily Housing (7690.0),150.3,,1155881.11,980780,52089.226,51319.2,10527.621,,,,,,,,,,,,,,,,,,,,,,149.59,pending revisions,62616.847,2025,No,No,No,No,No,No,,
406,100567,1201880000,bcn properties lps,16 bower st,16 bower st,16 bower st,,2119,76  2 bower st,boston,2119,1044,,Multifamily Housing,Multifamily Housing (1044.0),174.8,,182506.436,154859,8224.561,8103,1662.249,,,,,,,,,,,,,,,,,,,,,,173.98,pending revisions,9886.81,2025,No,No,No,No,No,No,,
407,100568,1201880000,bcn properties lps,4 bower st,4 bower st,4 bower st,,2119,76  2 bower st,boston,2119,5714,,Multifamily Housing,Multifamily Housing (5714.0),149.1,,851699.7092,722678,38381.429,37814.1,7757.184,,,,,,,,,,,,,,,,,,,,,,148.34,pending revisions,46138.613,2025,No,No,No,No,No,No,,
408,100569,1201880000,bcn properties lps,2 bower st,2 bower st,2 bower st,,2119,76  2 bower st,boston,2119,1190,,Multifamily Housing,Multifamily Housing (1190.0),142.2,,169204.436,141557,7518.092,8103,1662.249,,,,,,,,,,,,,,,,,,,,,,152.63,pending revisions,9180.341,2025,No,No,No,No,No,No,,
409,100570,1201880000,bcn properties lps,50 bower st,50 bower st,50 bower st,,2119,76  2 bower st,boston,2119,2380,,Multifamily Housing,Multifamily Housing (2380.0),153.4,,365016.2132,309721,16449.282,16206.1,3324.519,,,,,,,,,,,,,,,,,,,,,,152.63,pending revisions,19773.801,2025,No,No,No,No,No,No,,
410,100571,1201880000,bcn properties lps,70 bower st,70 bower st,70 bower st,,2119,76  2 bower st,boston,2119,2930,,Multifamily Housing,Multifamily Housing (2930.0),23.3,,68124.4252,3613.4,191.908,18907.1,3878.602,,,,,,,,,,,,,,,,,,,,,,144.65,pending revisions,4070.51,2025,No,No,No,No,No,No,,
411,100572,1201880000,bcn properties lps,74 bower st,74 bower st,74 bower st,,2119,76  2 bower st,boston,2119,2060,,Multifamily Housing,Multifamily Housing (2060.0),147.7,,304181.06,258102,13707.797,13505,2770.416,,,,,,,,,,,,,,,,,,,,,,146.95,pending revisions,16478.213,2025,No,No,No,No,No,No,,
4523,106668,1201990000,washington park lp mass lp,25 wyoming st,25 wyoming st,25 wyoming st,,2121,25  33 wyoming st,boston,2121,42840,,Multifamily Housing,Multifamily Housing (42840.0),91.3,20,3911625.06,3156105.9,167620.784,221430,45424.15,,,,,,,,,,,,,,,,,,,,,,39,in compliance,213044.934,2025,I'm not sure,No,No,No,I'm not sure,I'm not sure,,
4087,106065,1201992000,taurus apartments company,120 humboldt ave,120 humboldt ave,120 humboldt ave,,2121,120 humboldt av,boston,2121,42336,,Multifamily Housing,Multifamily Housing (42336.0),74.2,40,3143347.666,2542646.3,135039.945,176055.5,36116.025,,,,,,,,,,,,,,,,,,,,,,32.4,in compliance,171155.97,2025,No,No,No,No,No,No,,
3459,105121,1202006000,,20-24 deckard st,20,24 deckard st,,2121,20  24 deckard st,boston,2121,21496,,Multifamily Housing,Multifamily Housing (21496.0),23.5,,504498.32,,,147860,30332,,,,,,,,,,,,,,,,,,,,,,28.41,pending revisions,30332,2025,I'm not sure,No,No,No,I'm not sure,I'm not sure,,
3532,105236,1202025000,,140 humboldt ave,140 humboldt ave,140 humboldt ave,,2121,140 humboldt av,boston,2121,44352,,Multifamily Housing,Multifamily Housing (44352.0),52.6,76,2332044.424,1679919.1,89220.503,191127,39207.793,,,,,,,,,,,,,,,,,,,,,,29.12,in compliance,128428.296,2025,No,No,No,No,No,No,,
3460,105122,1202067000,,515 warren st,515 warren st,515 warren st,,2121,515 warren st,boston,2121,25660,,Multifamily Housing,Multifamily Housing (25660.0),91.5,,2347826.956,1747100,92788.481,176063,36117.564,,,,,,,,,,,,,,,,,,,,,,60.74,in compliance,128906.045,2025,No,No,No,No,No,No,,
3461,105123,1202208000,pnc arhpf new port antonio apts llc,55 elm hill ave,55 elm hill ave,55 elm hill ave,,2121,55 elm hill av,boston,2121,37448,,Multifamily Housing,Multifamily Housing (37448.0),54.8,75,2051997.964,1783483.8,94720.825,78697,16143.903,,,,,,,,,,,,,,,,,,,,,,29.16,in compliance,110864.728,2030,No,No,No,No,No,No,,
2131,103111,1202220000,,124-128 ruthven st,124,128 ruthven st,,2121,124  128 ruthven st,boston,2121,16357,,Multifamily Housing,Multifamily Housing (16357.0),61.6,,1008228.488,831405,44155.92,51824,10631.175,,,,,,,,,,,,,,,,,,,,,,77.72,in compliance,54787.095,2030,No,No,No,No,No,No,,
487,100700,1202252000,,59 elm hill ave,59 elm hill ave,59 elm hill ave,,2121,59 elm hill av,boston,2121,15984,,Multifamily Housing,Multifamily Housing (15984.0),242.6,,3878411.896,3634000.1,193001.745,71633,14694.794,,,,,,,,,,,,,,,,,,,,,,26.33,in compliance,207696.539,2025,No,No,No,No,No,No,,
3462,105125,1202262000,,181-185 ruthven st,181,185 ruthven st,,2121,181  185 ruthven st,boston,2121,37448,,Multifamily Housing,Multifamily Housing (37448.0),54.8,75,2051997.964,1783483.8,94720.825,78697,16143.903,,,,,,,,,,,,,,,,,,,,,,29.16,in compliance,110864.728,2025,No,No,No,No,No,No,,
3770,105632,1202311000,school house brookledge,60 brookledge st,60 brookledge st,60 brookledge st,,2121,20 hutchings st,boston,2121,76905,,Multifamily Housing,Multifamily Housing (76905.0),46.9,79,3608763.596,2774587.6,147358.347,244483,50153.243,,,,,,,,,,,,,,,,,,,,,,29.47,in compliance,197511.59,2025,No,No,No,No,No,No,,
5410,107947,1202313000,,107 elm hill ave,107 elm hill ave,107 elm hill ave,,2121,,,,24489,,Multifamily Housing,Multifamily Housing (24489.0),69.9,,1711533.104,1409598.4,74863.771,88492,18153.249,,,,,,,,,,,,,,,,,,,,,,46.72,in compliance,93017.02,2030,I'm not sure,No,No,No,I'm not sure,I'm not sure,,
2132,103112,1202327000,franklin highlands lp,278 humboldt ave,278 humboldt ave,278 humboldt ave,,2121,278  280 humboldt av,boston,2121,29706,,Multifamily Housing,Multifamily Housing (29706.0),60,74,1782863.664,1397744.4,74234.205,112872,23154.562,,,,,,,,,,,,,,,,,,,,,,41.86,in compliance,97388.767,2030,No,No,No,No,No,No,,
670,100973,1202342000,boston housing authority,125 elm hill ave,125 elm hill ave,125 elm hill ave,,2121,brookledge st,boston,2121,63162,,Multifamily Housing,Multifamily Housing (63162.0),75.2,52,4752454.324,4062199.9,215743.437,202302,41500.232,,,,,,,,,,,,,,,,,,,,,,27.17,in compliance,257243.669,2025,No,No,No,No,No,No,,
5404,107940,1202342000,,129 elm hill ave,129 elm hill ave,129 elm hill ave,,2121,,,,63162,,Multifamily Housing,Multifamily Housing (63162.0),75.2,53,4752454.324,4062199.9,215743.437,202302,41500.232,,,,,,,,,,,,,,,,,,,,,,27.17,in compliance,257243.669,2025,,,,,,,,
2256,103368,1202347000,grove hall redeveloper llc,164 seaver st,164 seaver st,164 seaver st,,2121,164  176 seaver st,boston,2121,74860,,Multifamily Housing,Multifamily Housing (74860.0),73.8,55,5523063.716,4621040.1,245423.44,264368,54232.452,,,,,,,,,,,,,,,,,,,,,,47.3,in compliance,299655.892,2025,No,No,No,No,No,No,,
3086,104619,1202352000,,140 seaver st,140 seaver st,140 seaver st,,2121,140 seaver st,boston,2121,30559,,Multifamily Housing,Multifamily Housing (30559.0),72.9,43,2228085.75,1709419.1,90787.248,152012.5,31183.844,,,,,,,,,,,,,,,,,,,,,,48.63,in compliance,121971.092,2025,No,No,No,No,No,No,,
3041,104547,1202365000,nazing lp mass lp,1-8 nazing ct,1,8 nazing ct,,2121,1  8 nazing ct,boston,2121,96746,,Multifamily Housing,Multifamily Housing (96746.0),78.5,29,7598972.904,5352454.1,284268.837,658417,135067.663,,,,,,,,,,,,,,,,,,,,,,35.43,in compliance,419336.5,2025,I'm not sure,No,No,No,I'm not sure,I'm not sure,,
5537,108103,1202367000,,224-236 seaver st,224,236 seaver st,,2121,,,,48373,,Multifamily Housing,Multifamily Housing (48373.0),70.2,53,3397299.256,2503055,132937.251,262088,53764.732,,,,,,,,,,,,,,,,,,,,,,29.53,in compliance,186701.983,2025,,,,,,,,
2257,103369,1202371000,grove hall redeveloper llc,102 elm hill ave,102 elm hill ave,102 elm hill ave,,2121,102  108 elm hill av,boston,2121,31920,,Multifamily Housing,Multifamily Housing (31920.0),77.4,,2470028.612,2099482,111503.489,108601,22278.409,,,,,,,,,,,,,,,,,,,,,,39.11,in compliance,133781.898,2030,No,No,No,No,No,No,,
5409,107946,1202380000,,17 sonoma st,17 sonoma st,17 sonoma st,,2121,,,,25168,,Multifamily Housing,Multifamily Housing (25168.0),78.7,50,1981630.136,1563394,83031.855,122578,25145.651,,,,,,,,,,,,,,,,,,,,,,115.48,in compliance,108177.506,2030,I'm not sure,No,No,No,I'm not sure,I'm not sure,,
2258,103370,1202393000,grove hall redeveloper llc mass llc,573-577 blue hill ave,573,577 blue hill ave,,2121,573  577 blue hill av,boston,2121,36300,,Multifamily Housing,Multifamily Housing (36300.0),63.3,85,2296384.66,1893410.4,100559.026,118105,24228.06,,,,,,,,,,,,,,,,,,,,,,55.66,in compliance,124787.086,2030,No,No,No,No,No,No,,
3087,104620,1202394000,,280-296 seaver st,280,296 seaver st,,2121,294  296 seaver st,boston,2121,31928,,Multifamily Housing,Multifamily Housing (31928.0),81.1,16,2590539.04,2123453.3,112776.605,136895,28082.64,,,,,,,,,,,,,,,,,,,,,,45,in compliance,140859.245,2030,No,No,No,No,No,No,,
2259,103371,1202399000,grove hall redeveloper llc mass llc,258-260 seaver st,258,260 seaver st,,2121,258  260 seaver st,boston,2121,20005,,Multifamily Housing,Multifamily Housing (20005.0),81.8,56,1637259.104,1380021.6,73292.947,75392,15465.915,,,,,,,,,,,,,,,,,,,,,,68.81,in compliance,88758.862,2030,No,No,No,No,No,No,,
2261,103372,1202410000,grove hall redeveloper llc mass llc,545-549 blue hill ave,545,549 blue hill ave,,2121,6 wayne st,boston,2121,60900,,Multifamily Housing,Multifamily Housing (60900.0),61.9,91,3770615.032,3122553.4,165838.811,189936,38963.471,,,,,,,,,,,,,,,,,,,,,,2.91,in compliance,204802.282,2030,No,No,No,No,No,No,,
4630,106814,1202424000,,1-4 maple ct,1,4 maple ct,,2121,1 4 maple ct,boston,2121,57707,,Multifamily Housing,"Pre-school/Daycare (2000.0),Multifamily Housing (55707.0)",42.5,52,2454520.324,595400,31621.694,544877,111776.068,,,,,,,,,,,,,,,,,,,,,,57.72,pending revisions,143397.762,2025,No,No,No,No,No,No,,
4451,106539,1202455010,,495-505 blue hill ave,495,505 blue hill ave,,2121,495 blue hill av,boston,2121,35772,,Multifamily Housing,Multifamily Housing (35772.0),60.1,67,2148989.536,1714375.8,91050.499,127378,26130.323,,,,,,,,,,,,,,,,,,,,,,32.07,in compliance,117180.822,2030,No,No,No,No,No,No,,
3455,105116,1202461000,,32-36 maple st,32,36 maple st,,2121,32  36 maple st,boston,2121,22254,,Multifamily Housing,Multifamily Housing (22254.0),66.5,62,1479345.316,1158300,61517.313,94093,19302.238,,,,,,,,,,,,,,,,,,,,,,35.93,in compliance,80819.551,2025,No,No,No,No,No,No,,
4631,106815,1202480000,,25-29 schuyler st,25,29 schuyler st,,2121,25 29 schuyler st,boston,2121,22296,,Multifamily Housing,Multifamily Housing (22296.0),64.3,,1432671.628,1163400,61788.174,78919,16189.444,,,,,,,,,,,,,,,,,,,,,,34.4,in compliance,77977.618,2030,No,No,No,No,No,No,,
2760,104175,1202491000,maple commons apartments,15-19 maple st,15,19 maple st,,2121,15  19 maple st,boston,2121,27344,,Multifamily Housing,Multifamily Housing (27344.0),61.9,75,1692056.404,1268313.3,67360.119,124192,25476.747,,,,,,,,,,,,,,,,,,,,,,60.2,in compliance,92836.866,2030,No,No,No,No,No,No,,
4583,106757,1202504000,wilshire westminster llc,49-51 cheney st,49,51 cheney st,,2121,49  51 cheney st,boston,2121,57525,,Multifamily Housing,Multifamily Housing (57525.0),37.8,93,2174726.476,1834301,97419.726,99773,20467.433,,,,,,,,,,,,,,,,,,,,,,36.77,in compliance,117887.159,2030,I`m not sure,No,No,No,I`m not sure,I`m not sure,,
3456,105117,1202552000,blue mountain owner llc,71-73 georgia st,71,73 georgia st,,2121,71  73 georgia st,boston,2121,15582,,Multifamily Housing,Multifamily Housing (15582.0),83.9,,1307587.024,1082900,57512.819,65852,13508.879,,,,,,,,,,,,,,,,,,,,,,40.11,in compliance,71021.698,2025,No,No,No,No,No,No,,
3457,105118,1202555000,,89-91 georgia st,89,91 georgia st,,2121,89  91 georgia st,boston,2121,40122,,Multifamily Housing,Multifamily Housing (40122.0),81,36,3251542.56,2712600.1,144066.191,157955,32402.889,,,,,,,,,,,,,,,,,,,,,,41.92,in compliance,176469.08,2025,No,No,No,No,No,No,,
3458,105120,1202561000,blue mountain owner llc,36-38 crawford st,36,38 crawford st,,2121,36  38 crawford st,boston,2121,15849,,Multifamily Housing,Multifamily Housing (15849.0),70.5,,1117101.36,875600,46503.116,70780,14519.809,,,,,,,,,,,,,,,,,,,,,,47.9,in compliance,61022.925,2025,No,No,No,No,No,No,,
4991,107386,1202654000,,48-50 brunswick st,48,50 brunswick st,,2121,,,,18200,,Multifamily Housing,Multifamily Housing (18200.0),67.6,64,1229670.956,924935,49123.298,89313,18321.669,,,,,,,,,,,,,,,,,,,,,,70.43,in compliance,67444.967,2030,I'm not sure,No,No,No,I'm not sure,I'm not sure,,
4089,106067,1202882000,,295-311 blue hill av,295,311 blue hill av,,2121,295  311 blue hill av,boston,2121,48837,,Multifamily Housing,"Multifamily Housing (42847.0),Other - Education (5990.0)",54.2,54,2649068.844,1475299.9,78353.178,344012,70570.622,,,,,,,,,,,,,,,,,,,,,,47.7,in compliance,148923.8,2025,No,No,No,No,No,No,,
3533,105237,1203099000,,236 harold st,236 harold st,236 harold st,,2121,49  67 hutchings st,boston,2121,39944,,Multifamily Housing,Multifamily Housing (39944.0),44.3,81,1771120.048,1075058.4,57096.352,204004,41849.381,,,,,,,,,,,,,,,,,,,,,,23.6,in compliance,98945.733,2030,No,No,No,No,No,No,,
4209,106242,1203393000,townsend house condo tr,135 townsend st,135 townsend st,135 townsend st,,2121,135 townsend st,boston,2121,32000,,Multifamily Housing,Multifamily Housing (32000.0),39.5,70,1265334.764,418571.9,22230.354,248172,50910.004,,,,,,,,,,,,,,,,,,,,,,25.81,in compliance,73140.358,2025,No,No,No,No,No,No,,
5544,108110,1300022000,,124 brook av,124 brook av,124 brook av,,2125,,,,13805,,Multifamily Housing,Multifamily Housing (13805.0),68.7,,949035.652,766422,40704.672,53521,10979.298,,,,,,,,,,,,,,,,,,,,,,35.28,in compliance,51683.97,2030,,,,,,,,
5543,108109,1300067000,,589 dudley st,589 dudley st,589 dudley st,,2125,,,,20576,0,Multifamily Housing,"Multifamily Housing (20576.0),Parking (3600.0)",74.2,,1525847.344,1244572.3,66099.235,82437,16911.126,,,,,,,,,,,,,,,,,,,,,,47.12,in compliance,83010.361,2030,,,,,,,,
3399,105033,1300691000,peabody medeiros llc,11 woodcliff st,11 woodcliff st,11 woodcliff st,,2125,11 woodcliff st,boston,2125,51132,,Multifamily Housing,Multifamily Housing (51132.0),45.7,93,2334420.12,1554061.6,82536.212,228710,46917.569,,,,,,,,,,,,,,,,,,,,,,39.27,in compliance,129453.781,2025,No,No,No,No,No,No,,
3228,104799,1300723000,nuestra quincy commons,278-292 blue hill av,278,292 blue hill av,,2119,278  292 blue hill av,boston,2119,49650,0,Multifamily Housing,"Multifamily Housing (49650.0),Parking (17682.0)",46.5,63,2311165.26,1496874.4,79498.999,238655,48957.687,,,,,,,,,,,,,,,,,,,,,,34.24,in compliance,128456.686,2025,I'm not sure,No,No,No,I'm not sure,I'm not sure,,
3418,105054,1300741010,phillips brooks school,5 perth st,5 perth st,5 perth st,,2121,quincy st,boston,2121,55000,0,Multifamily Housing,"Multifamily Housing (55000.0),Parking (6370.0)",62.7,66,3449674.244,2696946.1,143234.807,220612,45256.346,,,,,,,,,,,,,,,,,,,,,,32.45,in compliance,188491.153,2025,I'm not sure,No,No,No,I'm not sure,I'm not sure,,
