_id,BERDO ID,Tax Parcel ID,Property Owner Name,Building Address,Geospatial Address,Geospatial Address,Building Address City,Building Address Zip  Code,Parcel Address,Parcel Address City,Parcel Address Zip Code,Reported Gross Floor Area (Sq Ft),Reported Enclosed Parking Area (Sq Ft),Largest Property Type,All Property Types and GFAs,Site EUI (Energy Use Intensity kBtu/ft2),Energy Star Score,Total Site Energy Usage (kBtu),Natural Gas Usage (kBtu),Natural Gas Emissions (kgCO2e),Electricity Usage (kWh),Electricity Emissions (kgCO2e),Renewable System Electricity Usage Onsite (kBtu),District Hot Water Usage (kBtu),District Hot Water Emissions (kgCO2e),District Chilled Water Usage (kBtu),District Chilled Water Emissions (kgCO2e),District Steam Usage (kBtu),District Steam Emissions (kgCO2e),Fuel Oil 1 Usage (kBtu),Fuel Oil 1 Emissions (kgCO2e),Fuel Oil 2 Usage (kBtu),Fuel Oil 2 Emissions (kgCO2e),Fuel Oil 4 Usage (kBtu),Fuel Oil 4 Emissions (kgCO2e),Fuel Oil 5 and 6 Usage (kBtu),Fuel Oil 5 and 6 Emissions (kgCO2e),Propane Usage (kBtu),Propane Emissions (kgCO2e),Diesel Usage (kBtu),Diesel Emissions (kgCO2e),Kerosene Usage (kBtu),Kerosene Emissions (kgCO2e),Water Usage Intensity (Gallons/ft2),Compliance Status,Estimated Total GHG Emissions (kgCO2e),First Emissions Compliance Year (Projected),Community Choice Electricity Participation,Renewable Energy Purchased through a Power Purchase Agreement (,Renewable Energy Certificate (REC) Purchase,Backup Generator,Battery Storage,Electric Vehicle (EV) Charging,Corresponding Campus ID,Notes
3664,105422,2003409000,,2092 centre st,2092 centre st,,boston,2132,2092 centre st,boston,2132,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025,,,,,,,,
3635,105390,2003472000,,30-40 saint theresa ave,30-40 saint theresa ave,,boston,2132,30  40 st theresa av,boston,2132,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025,,,,,,,,
3636,105391,2003472000,,20 pine lodge rd,20 pine lodge rd,,boston,2132,30  40 st theresa av,boston,2132,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025,,,,,,,,
3945,105890,2003594000,springhouse inc,44 allandale st,44 allandale st,,boston,2467,allandale st,boston,2467,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025,No,No,No,No,No,No,,
3685,105447,2003597002,rox home for aged women,1215 centre st,1215 centre st,,boston,2132,1215 centre st,boston,2132,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,,,,,,,,
2473,103798,2005120002,horizon development llc,100 weld st,100 weld st,,boston,2131,1400  1402 centre st,boston,2131,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,,,,,,,,
4576,106742,2005511010,whittemore estates condo tr,11  s fairview st,11  s fairview st,,boston,2131,818  820 south st,boston,2131,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,,,,,,,,
2559,103931,2005752010,jer realty llc,1804-1810 centre st,1804-1810 centre st,,boston,2132,1804  1810 centre st,boston,2132,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025,No,No,No,No,No,No,,
2528,103892,2005792000,irish social club inc,117-123 park st,117-123 park st,,boston,2132,117  123 park st,boston,2132,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,,,,,,,,
3661,105419,2005897000,roman catholic arch,525-535 west roxbury pkwy,525-535 west roxbury pkwy,,boston,2132,525  535 w roxbury pw,boston,2132,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025,I'm not sure,No,No,No,I'm not sure,I'm not sure,,
4008,105969,2005903000,stonehedge convalescent,5 redlands rd,5 redlands rd,,boston,2132,5 redlands rd,boston,2132,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,,,,,,,,
3665,105423,2006244000,,1689 centre st,1689 centre st,,boston,2132,1689 centre st,boston,2132,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025,I'm not sure,No,No,No,I'm not sure,I'm not sure,,
3666,105424,2006244000,,530 west roxbury pkwy,530 west roxbury pkwy,,boston,2132,1689 centre st,boston,2132,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025,I'm not sure,No,No,No,I'm not sure,I'm not sure,,
3564,105287,2006248010,,1789 centre st,1789 centre st,,boston,2132,1789 centre st,boston,2132,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,Yes,No,No,No,Yes,Yes,,
2277,103396,2006249000,hamilton ds llc mass llc,1799 centre st,1799 centre st,,boston,2132,1799 centre st,boston,2132,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,No,No,No,No,No,No,,
2022,102982,2006485000,first parish west roxbry,1861 centre st,1861 centre st,,boston,2132,henshaw te,boston,2132,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,,,,,,,,
1802,102687,2006511000,dorchester mattapan and,120 corey st,120 corey st,,boston,2132,120 corey st,boston,2132,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,Yes,No,No,No,Yes,Yes,,
3604,105350,2006567000,roche bros supermarkets llc a mass llc,1931 centre st,1931 centre st,,boston,2132,1931  1943 centre st,boston,2132,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,,,,,,,,
1008,101354,2007011000,brackett kristine ts,64-76 bryon rd,64-76 bryon rd,,boston,2467,64  76 bryon rd,boston,2467,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025,I'm not sure,No,No,No,I'm not sure,I'm not sure,,
5454,108003,2007012000,,8-20 bryon rd,8-20 bryon rd,,chestnut hill,2467,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025,,,,,,,,
5455,108004,2007012000,,20-32 westgate rd,20-32 westgate rd,,chestnut hill,2467,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025,,,,,,,,
5456,108005,2007012000,,34-46 westgate rd,34-46 westgate rd,,chestnut hill,2467,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025,,,,,,,,
1049,101463,2007013060,broadlawn commons condo tr,50-56 broadlawn park,50-56 broadlawn park,,boston,2467,56  50 broadlawn pk,boston,2467,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025,,,,,,,,
1050,101464,2007013500,broadlawn pk condominium tr,44 broadlawn park,44 broadlawn park,,boston,2467,44 broadlawn pk,boston,2467,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025,,,,,,,,
1051,101465,2007013500,broadlawn pk condominium tr,55-57 broadlawn park,55-57 broadlawn park,,boston,2467,44 broadlawn pk,boston,2467,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025,,,,,,,,
2288,103408,2007173000,hanna joan s,530 vfw pkwy,530 vfw pkwy,,boston,2132,530 vfw pw,boston,2132,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,,,,,,,,
1059,101487,2007504000,brookfarm woods condo trust,923  955 lagrange st,923  955 lagrange st,,boston,2132,923  955 lagrange st,boston,2132,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,,,,,,,,
3095,104632,2007665010,newfield woods condo trust,100 anderer ln,100 anderer ln,,boston,2132,95  100 anderer la,boston,2132,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025,,,,,,,,
3096,104633,2007665010,newfield woods condo trust,95 anderer ln,95 anderer ln,,boston,2132,95  100 anderer la,boston,2132,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025,,,,,,,,
3097,104634,2007665010,newfield woods condo trust,96 anderer ln,96 anderer ln,,boston,2132,95  100 anderer la,boston,2132,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025,,,,,,,,
3098,104635,2007665010,newfield woods condo trust,97 anderer ln,97 anderer ln,,boston,2132,95  100 anderer la,boston,2132,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025,,,,,,,,
3099,104636,2007665010,newfield woods condo trust,99 anderer ln,99 anderer ln,,boston,2132,95  100 anderer la,boston,2132,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025,,,,,,,,
1172,101746,2007835010,chestnut hill woods,1100 lagrange st,1100 lagrange st,,boston,2467,1100  1400 lagrange st,boston,2467,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025,,,,,,,,
1173,101747,2007835010,chestnut hill woods,1200 lagrange st,1200 lagrange st,,boston,2467,1100  1400 lagrange st,boston,2467,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025,,,,,,,,
1174,101748,2007835010,chestnut hill woods,1300 lagrange st,1300 lagrange st,,boston,2467,1100  1400 lagrange st,boston,2467,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025,,,,,,,,
1175,101749,2007835010,chestnut hill woods,1400 lagrange st,1400 lagrange st,,boston,2467,1100  1400 lagrange st,boston,2467,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025,,,,,,,,
3589,105325,2008448000,ripley condominium assn,71 keith st,71 keith st,,boston,2132,293  297 temple st,boston,2132,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,,,,,,,,
1674,102509,2008816000,corey wrox llc,418-428 lagrange st,418-428 lagrange st,,boston,2132,418  428 lagrange st,boston,2132,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,No,No,No,No,No,No,,
122,100169,2008902000,45 spring street llc,45 spring st,45 spring st,,boston,2132,45 spring st,boston,2132,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,,,,,,,,
1920,102848,2008908000,equity one llc mass llc,21 springvale ave,21 springvale ave,,boston,2132,21 springvale av,boston,2132,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025,,,,,,,,
3944,105889,2008912000,spring street associates llc,97-99 spring st,97-99 spring st,,boston,2132,97  99 spring st,boston,2132,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,,,,,,,,
2224,103333,2009063010,gordon woods condo trust,990  1100 vfw pw,990  1100 vfw pw,,boston,2132,990  1100 vfw pw,boston,2132,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025,,,,,,,,
3391,105025,2009158010,parkway property holdings  llc,1190 vfw pkwy,1190 vfw pkwy,,boston,2132,1190 vfw pw,boston,2132,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025,,,,,,,,
1204,101786,2009215001,cifrino - west roxbury realty corp,1230 vfw pkwy,1230 vfw pkwy,,boston,2132,1230 vfw pw,boston,2132,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025,I'm not sure,No,No,No,I'm not sure,I'm not sure,,
3380,105012,2009216001,park place condominium tr,1210 vfw pkwy,1210 vfw pkwy,,boston,2132,1210  1218 vfw pw,boston,2132,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025,,,,,,,,
3381,105013,2009216001,park place condominium tr,1218 vfw pkwy,1218 vfw pkwy,,boston,2132,1210  1218 vfw pw,boston,2132,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025,,,,,,,,
3694,105498,2009227000,roxbury storage llc,99 rivermoor st,99 rivermoor st,,boston,2132,99 rivermoor st,boston,2132,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025,,,,,,,,
3133,104681,2009232000,nora llc,49 charles park rd,49 charles park rd,,boston,2132,49 charles park rd,boston,2132,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025,,,,,,,,
5480,108031,2009237000,,180-198 gardner st,180-198 gardner st,,west roxbury,2132,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,,,,,,,,
5481,108032,2009237000,,17-31 charles park rd,17-31 charles park rd,,west roxbury,2132,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,,,,,,,,
4423,106509,2009294000,united states of america,1400 vfw pkwy,1400 vfw pkwy,,boston,2132,255 spring st,boston,2132,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,federal,,2025,,,,,,,,
1194,101776,2009451000,christian bros inc,234 baker st,234 baker st,,boston,2132,dunwell st,boston,2132,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,,,,,,,,
3343,104955,2010343000,ormiston mary trsts,9-11 cass st,9-11 cass st,,boston,2132,5  17 cass st,boston,2132,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025,I'm not sure,No,No,No,I'm not sure,I'm not sure,,
3279,104863,2010347000,one 16 spring st condo tr,116 spring st,116 spring st,,boston,2132,116 spring st,boston,2132,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025,,,,,,,,
291,100411,2010437000,arabic evangelical baptist church,12-18 morrell st,12-18 morrell st,,boston,2132,226  222 spring st,boston,2132,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,,,,,,,,
5458,108007,2010642010,,1545 vfw pkwy,1545 vfw pkwy,,west roxbury,2132,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025,,,,,,,,
277,100395,2010643010,amr real estate holdings llc,1525-1531 vfw pkwy,1525-1531 vfw pkwy,,boston,2132,1525  1607 vfw pw,boston,2132,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025,,,,,,,,
278,100396,2010643010,amr real estate holdings llc,1575 vfw pkwy,1575 vfw pkwy,,boston,2132,1525  1607 vfw pw,boston,2132,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025,,,,,,,,
279,100397,2010643010,amr real estate holdings llc,1605-1607 vfw pkwy,1605-1607 vfw pkwy,,boston,2132,1525  1607 vfw pw,boston,2132,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025,,,,,,,,
4601,106779,2010655000,wrox llc,1524 vfw pkwy,1524 vfw pkwy,,boston,2132,1524 vfw pw,boston,2132,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,,,,,,,,
2656,104048,2010803000,lamp lighter estates,5269-5273 washington st,5269-5273 washington st,,boston,2132,5269 a-5293b washington st,boston,2132,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,,,,,,,,
2657,104049,2010803000,lamp lighter estates,5277-5293 washington st,5277-5293 washington st,,boston,2132,5269 a-5293b washington st,boston,2132,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,,,,,,,,
2210,103317,2011354000,glen grove condo tr,125 grove st,125 grove st,,boston,2132,95  99 grove st,boston,2132,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025,,,,,,,,
2211,103318,2011354000,glen grove condo tr,95-99 grove st,95-99 grove st,,boston,2132,95  99 grove st,boston,2132,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025,,,,,,,,
4469,106589,2011737000,,287-321 grove st,287-321 grove st,,boston,2132,287  321 grove st,boston,2132,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,No,No,No,No,No,No,,
4470,106590,2011737000,,287 grove st,287 grove st,,boston,2132,287  321 grove st,boston,2132,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,No,No,No,No,No,No,,
4471,106591,2011737000,,311 grove st #13,311 grove st #13,,boston,2132,287  321 grove st,boston,2132,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,No,No,No,No,No,No,,
5320,107836,2011742000,,15 stimson st,15 stimson st,,boston,2132,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,,,,,,,,
5216,107697,2011947000,,258 grove st,258 grove st,,boston,2132,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,,,,,,,,
5217,107698,2011947000,,260 grove st,260 grove st,,boston,2132,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,,,,,,,,
2026,102986,2011959000,five 140 washington arms condo tr,5140 washington st,5140 washington st,,boston,2132,5140 washington st,boston,2132,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,,,,,,,,
4559,106723,2012243000,west roxbury property,5060 washington st,5060 washington st,,boston,2132,5060 washington st,boston,2132,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,,,,,,,,
2447,103760,2012245000,hillview condo tr,5050 washington st,5050 washington st,,boston,2132,5050 washington st,boston,2132,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025,,,,,,,,
3373,105003,2100026000,park drive inc,219 park dr,219 park dr,,boston,2215,219  223 park dr,boston,2215,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025,,,,,,,,
5084,107510,2100028000,,227 park dr,227 park dr,,boston,2215,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,,,,,,,,
347,100478,2100044000,audubon gardens at 137,137 peterborough st,137 peterborough st,,boston,2215,137 peterborough st,boston,2215,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,,,,,,,,
346,100477,2100123000,audubon condo assn,448 park dr,448 park dr,,boston,2215,448 park dr,boston,2215,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,,,,,,,,
2104,103080,2100125000,four 51 park drive condo tr,451 park dr,451 park dr,,boston,2215,451 park dr,boston,2215,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,,,,,,,,
5051,107467,2100130000,,463 park dr,463 park dr,,boston,2215,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,,,,,,,,
2106,103082,2100131000,four 65 park dr condo assn,465 park dr,465 park dr,,boston,2215,465 park dr,boston,2215,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,,,,,,,,
5032,107445,2100132000,,879 beacon st,879 beacon st,,boston,2215,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,I'm not sure,No,No,No,I'm not sure,I'm not sure,,
3799,105670,2100139000,seven 21 aberdeen street,11 aberdeen st,11 aberdeen st,,boston,2215,7  21 aberdeen st,boston,2215,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025,No,No,No,No,No,No,,
481,100687,2100149000,blauer charles trsts,20 aberdeen st,20 aberdeen st,,boston,2215,28 aberdeen st,boston,2215,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,,,,,,,,
2958,104431,2100166000,,23 miner st,23 miner st,,boston,2215,9 miner st,boston,2215,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025,No,No,No,No,No,No,,
3723,105566,2100196000,ruggles st baptist church,874-880 beacon st,874-880 beacon st,,boston,2215,874 beacon st,boston,2215,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,,,,,,,,
3116,104654,2100228000,nine 22 beacon st condo tr,920-922 beacon st,920-922 beacon st,,boston,2215,920  922 beacon st,boston,2215,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,,,,,,,,
5065,107485,2100270000,,519 park dr,519 park dr,,boston,2215,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,,,,,,,,
2394,103611,2100406000,hdr realty llc mass llc,963-969 commonwealth ave,963-969 commonwealth ave,,boston,2215,963  969 commonwealth av,boston,2215,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,,,,,,,,
4658,106849,2100470100,commonwealth babcock assocts,1035-1037 commonwealth ave,1035-1037 commonwealth ave,,boston,2215,1035-1037 commonwealth av,boston,2215,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,,,,,,,,
14,100018,2100472000,,1047 commonwealth ave,1047 commonwealth ave,,boston,2134,1047 commonwealth av,boston,2134,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025,No,No,No,No,No,No,,
1065,101511,2100477000,,1079-1089 commonwealth ave,1079-1089 commonwealth ave,,boston,2134,1079 commonwealth av,boston,2134,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025,,,,,,,,
5243,107735,2100515000,,36-38 linden st,36-38 linden st,,boston,2134,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,,,,,,,,
2280,103399,2100537000,hamilton on gardner,90 gardner st,90 gardner st,,boston,2134,90 gardner st,boston,2134,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,I'm not sure,No,No,No,I'm not sure,I'm not sure,,
5092,107518,2100538000,,88 gardner st,88 gardner st,,boston,2134,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,,,,,,,,
2281,103400,2100539000,hamilton on gardner,84 gardner st,84 gardner st,,boston,2134,84 gardner st,boston,2134,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,I'm not sure,No,No,No,I'm not sure,I'm not sure,,
3915,105845,2100540000,sorella gardner street llc,80 gardner st,80 gardner st,,boston,2134,80 gardner st,boston,2134,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,,,,,,,,
1165,101736,2100543000,chester gardens condo tr,89 chester st,89 chester st,,boston,2134,89  97 chester st,boston,2134,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025,,,,,,,,
2076,103044,2100550000,forty 5 ashford street,45 ashford st,45 ashford st,,boston,2134,45 ashford st,boston,2134,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,,,,,,,,
1032,101431,2100558000,brighton av associates llc,1-7 brighton ave,1-7 brighton ave,,boston,2134,1  7 brighton av,boston,2134,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025,,,,,,,,
5312,107825,2100560000,,19 brighton av,19 brighton av,,boston,2134,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,,,,,,,,
5093,107519,2100561000,,23-25 brighton ave,23-25 brighton ave,,boston,2134,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,,,,,,,,
1029,101427,2100563000,brighton 39 property llc mass llc,37-39 brighton ave,37-39 brighton ave,,boston,2134,37  39 brighton av,boston,2134,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,,,,,,,,
5167,107625,2100565000,,45 brighton av,45 brighton av,,boston,2134,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025,,,,,,,,
2282,103401,2100574000,hamilton on gardner,75 gardner st,75 gardner st,,boston,2134,75 gardner st,boston,2134,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,I'm not sure,No,No,No,I'm not sure,I'm not sure,,
2155,103139,2100576000,gardner 83 associates llc,79-83 gardner st,79-83 gardner st,,boston,2134,83 gardner st,boston,2134,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025,I'm not sure,No,No,No,I'm not sure,I'm not sure,,
5026,107435,2100595000,,32-34 gardner st,32-34 gardner st,,boston,2134,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,,,,,,,,
1034,101433,2100622000,brighton commons llc,61-67 brighton ave,61-67 brighton ave,,boston,2134,61  67 brighton av,boston,2134,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025,I'm not sure,No,No,No,I'm not sure,I'm not sure,,
281,100399,2100636000,and development llc mass llc,101-123 brighton ave,101-123 brighton ave,,boston,2134,101  123 brighton av,boston,2134,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,,,,,,,,
2157,103141,2100637000,gardner st realty ljs llc,15 gardner st,15 gardner st,,boston,2134,127  137 brighton av,boston,2134,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,,,,,,,,
3750,105603,2100639000,sanieoff khosro,145-155 brighton ave,145-155 brighton ave,,boston,2134,145  155 brighton av,boston,2134,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,,,,,,,,
4957,107323,2100651000,,39 linden st,39 linden st,,boston,2134,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,,,,,,,,
2159,103143,2100653000,,43 linden st,43 linden st,,boston,2134,43  55 linden st,boston,2134,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025,,,,,,,,
255,100362,2100662000,allston square realty trust,8  2 harvard av,8  2 harvard av,,boston,2134,8  2 harvard av,boston,2134,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,,,,,,,,
256,100363,2100675010,allston square yellow brick  realty trust,10 highgate st,10 highgate st,,boston,2114,334  362 cambridge st,boston,2114,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025,,,,,,,,
4065,106034,2100729000,synh llc,67 harvard ave,67 harvard ave,,boston,2134,67  73 harvard av,boston,2134,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,I'm not sure,No,No,No,I'm not sure,I'm not sure,,
2309,103509,2100732000,harvard avenue 91 llc,157-171 brighton ave,157-171 brighton ave,,boston,2134,91 harvard av,boston,2134,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,,,,,,,,
2274,103393,2100735000,hallston rlty associates llc mass llc,181 brighton ave,181 brighton ave,,boston,2134,181 brighton av,boston,2134,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,,,,,,,,
2482,103808,2100745000,hsh rlty mass lps,2 brighton ave,2 brighton ave,,boston,2134,32  4 brighton av,boston,2134,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025,,,,,,,,
2483,103809,2100745000,hsh rlty mass lps,1103-1115 commonwealth ave,1103-1115 commonwealth ave,,boston,2134,32  4 brighton av,boston,2134,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025,,,,,,,,
1596,102384,2100751000,commonwealth eleven 37,1131-1133 commonwealth ave,1131-1133 commonwealth ave,,boston,2134,1131  1133 commonwealth av,boston,2134,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,,,,,,,,
