_id,BERDO ID,Tax Parcel ID,Property Owner Name,Building Address,Geospatial Address,Geospatial Address.1,Building Address City,Building Address Zip  Code,Parcel Address,Parcel Address City,Parcel Address Zip Code,Reported Gross Floor Area (Sq Ft),Reported Enclosed Parking Area (Sq Ft),Largest Property Type,All Property Types and GFAs,Site EUI (Energy Use Intensity kBtu/ft2),Energy Star Score,Total Site Energy Usage (kBtu),Natural Gas Usage (kBtu),Natural Gas Emissions (kgCO2e),Electricity Usage (kWh),Electricity Emissions (kgCO2e),Renewable System Electricity Usage Onsite (kBtu),District Hot Water Usage (kBtu),District Hot Water Emissions (kgCO2e),District Chilled Water Usage (kBtu),District Chilled Water Emissions (kgCO2e),District Steam Usage (kBtu),District Steam Emissions (kgCO2e),Fuel Oil 1 Usage (kBtu),Fuel Oil 1 Emissions (kgCO2e),Fuel Oil 2 Usage (kBtu),Fuel Oil 2 Emissions (kgCO2e),Fuel Oil 4 Usage (kBtu),Fuel Oil 4 Emissions (kgCO2e),Fuel Oil 5 and 6 Usage (kBtu),Fuel Oil 5 and 6 Emissions (kgCO2e),Propane Usage (kBtu),Propane Emissions (kgCO2e),Diesel Usage (kBtu),Diesel Emissions (kgCO2e),Kerosene Usage (kBtu),Kerosene Emissions (kgCO2e),Water Usage Intensity (Gallons/ft2),Compliance Status,Estimated Total GHG Emissions (kgCO2e),First Emissions Compliance Year (Projected),Community Choice Electricity Participation,Renewable Energy Purchased through a Power Purchase Agreement (,Renewable Energy Certificate (REC) Purchase,Backup Generator,Battery Storage,Electric Vehicle (EV) Charging,Corresponding Campus ID,Notes,Cluster_2,Cluster_3
27,100039,502721000.0,133-135 marlborough street,133 marlborough st,133 marlborough st,133 marlborough st,,2116.0,133  135 marlborough st,boston,2116,22214.0,,Multifamily Housing,Multifamily Housing (22214.0),66.8,86.0,1484599.008,1219200.0,64751.712,77784.0,15956.61,,,,,,,,,,,,,,,,,,,,,,10.43,in compliance,80708.322,2030.0,I`m not sure,No,No,No,I`m not sure,I`m not sure,,,0.0,0.0
3890,105817,502892000.0,,65 commonwealth ave,65 commonwealth ave,65 commonwealth ave,,2116.0,65 commonwealth av,boston,2116,45460.0,,Multifamily Housing,Multifamily Housing (45460.0),54.1,,2461145.348,1873500.0,99501.585,172229.0,35331.057,,,,,,,,,,,,,,,,,,,,,,12.48,in compliance,134832.642,2030.0,Yes,No,No,No,Yes,Yes,,,1.0,1.0
2991,104487,502952000.0,,191 commonwealth ave,191 commonwealth ave,191 commonwealth ave,,2116.0,191 commonwealth av,boston,2116,40203.0,,Multifamily Housing,Multifamily Housing (40203.0),55.0,,2212792.964,1737085.1,92256.59,139422.0,28601.029,,,,,,,,,,,,,,,,,,,,,,9.94,in compliance,120857.619,2030.0,No,No,No,No,No,No,,,0.0,2.0
1595,102383,503015000.0,commonwealth condo tr,362-366 commonwealth ave,362,366 commonwealth ave,,2115.0,90  82 massachusetts av,boston,2115,49412.0,,Multifamily Housing,Multifamily Housing (49412.0),85.7,69.0,4235919.66,3601100.0,191254.421,186055.0,38167.323,,,,,,,,,,,,,,,,,,,,,,41.01,in compliance,229421.744,2025.0,No,No,No,No,No,No,,,1.0,1.0
4188,106182,503045010.0,,360 newbury st,360 newbury st,360 newbury st,,2115.0,360 newbury st,boston,2115,143151.0,,Multifamily Housing,Multifamily Housing (143151.0),33.2,76.0,4755502.524,1417536.1,75285.342,978302.0,200688.872,,,,,,,,,,,,,,,,,,,,,,14.86,in compliance,275974.214,2025.0,No,No,No,No,No,No,,,0.0,0.0
4347,106406,503076000.0,,290 commonwealth ave,290 commonwealth ave,290 commonwealth ave,,2115.0,290 commonwealth av,boston,2115,24000.0,,Multifamily Housing,Multifamily Housing (24000.0),71.3,84.0,1712166.612,1436900.1,76313.764,80676.0,16549.875,,,,,,,,,,,,,,,,,,,,,,32.4,in compliance,92863.639,2030.0,No,No,No,No,No,No,,,1.0,1.0
4476,106603,503204000.0,,719 boylston st,719 boylston st,719 boylston st,,2116.0,717  725 boylston st,boston,2116,24420.0,,Multifamily Housing,"Restaurant (3712.0),Multifamily Housing (17509.0),Convenience Store without Gas Station (3199.0)",47.4,,1158529.36,640400.1,34011.649,151855.0,31151.535,,,,,,,,,,,,,,,,,,,,,,25.69,in compliance,65163.184,2030.0,I'm not sure,No,No,No,I'm not sure,I'm not sure,,,0.0,2.0
3802,105677,503207200.0,seven 55 boylston llc,755 boylston st,755 boylston st,755 boylston st,,2116.0,755 boylston st,boston,2116,54384.0,,Multifamily Housing,"Restaurant (19875.0),Multifamily Housing (34509.0)",67.3,,3662327.056,1820399.8,96681.433,539838.0,110742.367,,,,,,,,,,,,,,,,,,,,,,31.89,in compliance,207423.8,2025.0,I'm not sure,No,No,No,I'm not sure,I'm not sure,,,1.0,2.0
3513,105212,503228000.0,prince on newbury condo tr,201 newbury st,201 newbury st,201 newbury st,,2116.0,201 newbury st,boston,2116,63248.0,,Multifamily Housing,Multifamily Housing (63248.0),38.8,7.0,2452770.792,0.0,,718866.0,147468.171,,,,,,,,,,,,,,,,,,,,,,14.66,in compliance,147468.171,2030.0,No,No,No,No,No,No,,,1.0,2.0
4335,106389,503368000.0,,220-224 marlborough st,220,224 marlborough st,,2116.0,220  224 marlborough st,boston,2116,44939.0,,Multifamily Housing,Multifamily Housing (44939.0),81.9,,3679199.612,2884200.2,153179.873,233001.0,47797.825,,,,,,,,,,,,,,,,,,,,,,14.31,pending revisions,200977.698,2030.0,I'm not sure,No,No,No,I'm not sure,I'm not sure,,,0.0,2.0
2883,104325,503529000.0,,8 gloucester st,8 gloucester st,8 gloucester st,,2115.0,8 gloucester st,boston,2115,20206.0,,Multifamily Housing,Multifamily Housing (20206.0),71.4,,1442878.912,,,61576.0,12631.701,,,,,,,,,,1232781.6,91484.723,,,,,,,,,,,21.21,in compliance,104116.424,2030.0,No,No,No,No,No,No,,,0.0,2.0
4348,106407,503569000.0,,293-295 commonwealth ave,293,295 commonwealth ave,,2115.0,293  295 commonwealth av,boston,2115,30000.0,,Multifamily Housing,Multifamily Housing (30000.0),88.4,61.0,2652891.652,2318699.9,123146.152,97946.0,20092.642,,,,,,,,,,,,,,,,,,,,,,28.81,in compliance,143238.794,2030.0,Yes,No,No,No,Yes,Yes,,,0.0,2.0
2651,104042,503585000.0,lafayette condominium tr,333 commonwealth ave,333 commonwealth ave,333 commonwealth ave,,2115.0,333 commonwealth av,boston,2115,42864.0,8050.0,Multifamily Housing,"Multifamily Housing (42864.0),Parking (8050.0)",23.2,99.0,995065.444,,,291637.0,59826.414,,,,,,,,,,,,,,,,,,,,,,13.11,in compliance,59826.414,2030.0,No,No,No,No,No,No,,,0.0,2.0
2108,103084,503596000.0,four hundred 16 marlborough,416 marlborough st,416 marlborough st,416 marlborough st,,2115.0,416 marlborough st,boston,2115,78100.0,,Multifamily Housing,Multifamily Housing (78100.0),49.2,71.0,3839771.632,1735383.1,92166.196,616761.0,126522.352,,,,,,,,,,,,,,,,,,,,,,34.52,in compliance,218688.548,2025.0,No,No,No,No,No,No,,,1.0,2.0
418,100584,503644000.0,beacon towers condo tr,483 beacon st,483 beacon st,483 beacon st,,2115.0,483  479 beacon st,boston,2115,70000.0,,Multifamily Housing,Multifamily Housing (70000.0),69.5,90.0,4867724.648,3896399.9,206937.799,284679.0,58399.05,,,,,,,,,,,,,,,,,,,,,,40.18,in compliance,265336.849,2025.0,I'm not sure,No,No,No,I'm not sure,I'm not sure,,,0.0,2.0
2025,102985,503693000.0,five 04 beacon llc,504 beacon st,504 beacon st,504 beacon st,,2115.0,7 massachusetts av,boston,2115,41041.0,,Multifamily Housing,Multifamily Housing (41041.0),75.9,,3114141.768,2611591.7,138701.635,147289.0,30214.865,,,,,,,,,,,,,,,,,,,,,,31.03,in compliance,168916.5,2025.0,No,No,No,No,No,No,,,1.0,1.0
2032,102993,503698000.0,,520 beacon st,520 beacon st,520 beacon st,,2215.0,520 beacon st,boston,2215,34562.0,,Multifamily Housing,Multifamily Housing (34562.0),56.4,49.0,1947726.352,770600.0,40926.566,344996.0,70772.479,,,,,,,,,,,,,,,,,,,,,,31.19,pending revisions,111699.045,2025.0,I'm not sure,No,No,No,I'm not sure,I'm not sure,,,0.0,0.0
1155,101726,503703000.0,charlesview condominium tr,534-538 beacon st,534,538 beacon st,,2215.0,534  538 beacon st,boston,2215,37503.0,,Multifamily Housing,Multifamily Housing (37503.0),91.3,100.0,3423911.708,1774179.0,94226.647,483509.0,99187.036,,,,,,,,,,,,,,,,,,,,,,46.4,in compliance,193413.683,2025.0,No,No,No,No,No,No,,,1.0,2.0
434,100619,503748000.0,belvoir condo trust,636-638 beacon st,636,638 beacon st,,2215.0,636  638 beacon st,boston,2215,39550.0,,Multifamily Housing,Multifamily Housing (39550.0),112.5,2.0,4451323.416,2908099.7,154449.175,452293.0,92783.386,,,,,,,,,,,,,,,,,,,,,,40.23,in compliance,247232.561,2030.0,No,No,No,No,No,No,,,0.0,2.0
920,101251,503758000.0,boston university trst of,96 bay state rd,96 bay state rd,96 bay state rd,,2215.0,96 bay state rd,boston,2215,28553.0,,Multifamily Housing,Multifamily Housing (28553.0),66.6,,1901075.605,1716416.8,91158.896,54120.4,11102.259,,,,,,,,,,,,,,,,,,,,,,20.1,in compliance,102261.155,2030.0,No,Yes,No,No,No,No,,,1.0,2.0
3913,105841,503809000.0,somerset condo tr,400-416 commonwealth ave,400,416 commonwealth ave,,2215.0,416  400 commonwealth av,boston,2215,215278.0,,Multifamily Housing,"Office (28326.0),Multifamily Housing (186952.0)",42.7,93.0,9201805.732,2541800.1,134995.003,1951936.0,400420.151,,,,,,,,,,,,,,,,,,,,,,25.02,in compliance,535415.154,2025.0,No,No,No,No,No,No,,,0.0,2.0
4585,106759,503810000.0,windsor place condo tr,390 commonwealth ave,390 commonwealth ave,390 commonwealth ave,,2215.0,390 commonwealth av,boston,2215,149401.0,,Multifamily Housing,Multifamily Housing (149401.0),56.9,52.0,8498829.676,4944300.2,262591.784,1041773.0,213709.313,,,,,,,,,,,,,,,,,,,,,,25.57,in compliance,476301.097,2025.0,No,No,No,No,No,No,,,0.0,2.0
388,100539,503870010.0,barnes mansion,10 charlesgate e,10 charlesgate e,10 charlesgate e,,2215.0,10 charlesgate east,boston,2215,26328.0,,Multifamily Housing,Multifamily Housing (26328.0),119.3,16.0,3140055.576,2658799.8,141208.857,141048.0,28934.587,,,,,,,,,,,,,,,,,,,,,,139.52,in compliance,170143.444,2030.0,No,No,No,No,No,No,,,0.0,0.0
1148,101718,503870210.0,charlesgate condominium trust,4-10 charlesgate e,4,10 charlesgate e,,2215.0,4 charlesgate east,boston,2215,54396.0,,Multifamily Housing,Multifamily Housing (54396.0),83.5,1.0,4541814.36,2658799.8,141208.857,551880.0,113212.663,,,,,,,,,,,,,,,,,,,,,,67.29,in compliance,254421.52,2025.0,No,No,No,No,No,No,,,0.0,2.0
4018,105979,503892000.0,stratford 31 condo tr,31 massachusetts ave,31 massachusetts ave,31 massachusetts ave,,2115.0,31 massachusetts av,boston,2115,25088.0,,Multifamily Housing,Multifamily Housing (25088.0),62.6,84.0,1569948.588,1157100.0,61453.581,120999.0,24821.735,,,,,,,,,,,,,,,,,,,,,,26.57,in compliance,86275.316,2030.0,No,No,No,No,No,No,,,0.0,2.0
127,100174,503899000.0,,475 commonwealth ave,475 commonwealth ave,475 commonwealth ave,,2215.0,475 commonwealth av,boston,2215,45976.0,,Multifamily Housing,"Multifamily Housing (38650.0),Office (7326.0)",36.9,95.0,1695530.4,840909.7,44660.714,250475.0,51382.442,,,,,,,,,,,,,,,,,,,,,,22.67,in compliance,96043.156,2025.0,No,No,No,No,No,No,,,0.0,0.0
1012,101365,503916000.0,braemore conco assn inc,464-466 commonwealth ave,464,466 commonwealth ave,,2215.0,466  464 commonwealth av,boston,2215,100000.0,,Multifamily Housing,Multifamily Housing (100000.0),44.0,87.0,4404810.62,2358600.1,125265.251,599710.0,123024.509,,,,,,,,,,,,,,,,,,,,,,34.85,in compliance,248289.76,2025.0,No,No,No,No,No,No,,,0.0,2.0
2602,103988,503924000.0,,545 newbury st,545 newbury st,545 newbury st,,2215.0,545 newbury st,boston,2215,46858.0,,Multifamily Housing,Multifamily Housing (46858.0),48.3,87.0,2261501.545,1260596.9,66950.301,370965.4,76099.842,264829.3,,,,,,,,,,,,,,,,,,,,,28.45,in compliance,143050.143,2025.0,No,No,No,No,No,No,,,0.0,2.0
2603,103989,503924000.0,,490-496 commonwealth ave,490,496 commonwealth ave,,2215.0,545 newbury st,boston,2215,165800.0,,Multifamily Housing,"Multifamily Housing (157653.0),Retail Store (3254.0),Other (4893.0)",53.2,,8823508.888,6076425.8,322718.974,805124.0,165163.137,,,,,,,,,,,,,,,,,,,,,,34.96,in compliance,487882.111,2025.0,No,No,No,No,No,No,,,0.0,0.0
3563,105286,503939000.0,residences @ 534-538 comm av,534-538 commonwealth ave,534,538 commonwealth ave,,2215.0,534  538 commonwealth av,boston,2215,43078.0,,Multifamily Housing,"Multifamily Housing (30770.0),Other (12308.0)",44.9,,1933994.244,862500.0,45807.375,314037.0,64421.55,,,,,,,,,,,,,,,,,,,,,,19.52,in compliance,110228.925,2030.0,I'm not sure,No,No,No,I'm not sure,I'm not sure,,,0.0,2.0
955,101290,504140000.0,boston university trustee of,580 commonwealth ave,580 commonwealth ave,580 commonwealth ave,,2215.0,580 commonwealth av,boston,2215,124795.0,,Multifamily Housing,Multifamily Housing (124795.0),77.1,49.0,9618018.492,4745699.3,252044.09,1427716.0,292881.66,,,,,,,,,,,,,,,,,,952.2,70.663,,,44.9,in compliance,544996.413,2025.0,No,Yes,No,No,No,No,,,1.0,1.0
978,101316,504162000.0,boylston condominium tr,1089-1091 boylston st,1089,1091 boylston st,,2215.0,1089  1091 boylston st,boston,2215,24650.0,,Multifamily Housing,Multifamily Housing (24650.0),72.3,93.0,1781241.956,1474800.0,78326.628,89813.0,18424.239,,,,,,,,,,,,,,,,,,,,,,41.12,in compliance,96750.867,2025.0,No,No,No,No,No,No,,,0.0,2.0
1955,102906,504165000.0,fenmore condominium tr,50 charlesgate e,50 charlesgate e,50 charlesgate e,,2215.0,1109  1111 boylston st,boston,2215,52651.0,,Multifamily Housing,Multifamily Housing (52651.0),104.6,74.0,5506358.856,4662271.0,247613.213,247388.0,50749.174,,,,,,,,,,,,,,,,,,,,,,109.61,in compliance,298362.387,2025.0,No,No,No,No,No,No,,,0.0,2.0
1956,102909,504165000.0,fenmore condominium tr,60 charlesgate e,60 charlesgate e,60 charlesgate e,,2215.0,1109  1111 boylston st,boston,2215,54812.0,,Multifamily Housing,Multifamily Housing (54812.0),100.7,73.0,5520862.86,4853629.2,257776.247,195555.0,40116.153,,,,,,,,,,,,,,,,,,,,,,21.86,in compliance,297892.4,2025.0,No,No,No,No,No,No,,,0.0,2.0
1970,102924,504174000.0,fenway studios inc,30 ipswich st,30 ipswich st,30 ipswich st,,2215.0,30 ipswich st,boston,2215,66000.0,,Multifamily Housing,Multifamily Housing (66000.0),58.3,64.0,3847883.364,3536292.7,187812.505,91322.0,18733.795,,,,,,,,,,,,,,,,,,,,,,11.02,in compliance,206546.3,2025.0,No,No,No,No,No,No,,,1.0,1.0
981,101319,504178000.0,boylston i holding llc,1163 boylston st,1163 boylston st,1163 boylston st,,2215.0,1163 boylston st,boston,2215,20100.0,,Multifamily Housing,Multifamily Housing (20100.0),80.7,93.0,1622179.18,1409731.0,74870.813,62265.0,12773.042,,,,,,,,,,,,,,,,,,,,,,35.3,in compliance,87643.855,2025.0,No,No,No,No,No,No,,,1.0,1.0
986,101325,504186000.0,boylston street llc mass llc,1203 boylston st,1203 boylston st,1203 boylston st,,2215.0,1203 boylston st,boston,2215,29682.0,,Multifamily Housing,Multifamily Housing (29682.0),158.4,8.0,4701685.608,1544100.0,82007.151,97484.0,19997.868,,,,,,,,,,2824970.2,209641.039,,,,,,,,,,,89.21,in compliance,311646.058,2025.0,No,No,No,No,No,No,C10073,,1.0,1.0
2700,104098,504213000.0,lincoln halls at park dr,11 park dr,11 park dr,11 park dr,,2215.0,11  15 park dr,boston,2215,52865.0,,Multifamily Housing,Multifamily Housing (52865.0),72.8,87.0,3851060.256,3277799.9,174083.953,168013.0,34466.187,,,,,,,,,,,,,,,,,,,,,,29.13,in compliance,208550.14,2025.0,No,No,No,No,No,No,,,1.0,1.0
493,100717,504215000.0,bobson residential llc,11 peterborough st,11 peterborough st,11 peterborough st,,2215.0,11 peterborough st,boston,2215,32875.0,,Multifamily Housing,Multifamily Housing (32875.0),68.0,86.0,2236574.372,1838800.0,97658.668,116581.0,23915.426,,,,,,,,,,,,,,,,,,,,,,,in compliance,121574.094,2025.0,I'm not sure,No,No,No,I'm not sure,I'm not sure,C10075,,0.0,2.0
3412,105048,504221000.0,,39 peterborough st,39 peterborough st,39 peterborough st,,2215.0,39 peterborough st,boston,2215,63147.0,,Multifamily Housing,Multifamily Housing (63147.0),68.5,54.0,4324069.292,,,212591.0,43610.918,,,,,,,,,,3598708.8,267060.18,,,,,,,,,,,42.29,in compliance,310671.098,2025.0,No,No,No,No,No,No,,,1.0,2.0
3406,105041,504224000.0,peterborough condo tr,82 jersey st,82 jersey st,82 jersey st,,2215.0,86  82 jersey st,boston,2215,27584.0,,Multifamily Housing,Multifamily Housing (27584.0),81.1,68.0,2236361.8,1893199.9,100547.847,100575.0,20631.956,,,,,,,,,,,,,,,,,,,,,,28.1,in compliance,121179.803,2025.0,No,No,No,No,No,No,,,0.0,2.0
3239,104812,504225000.0,,1282 boylston st,1282 boylston st,1282 boylston st,,2215.0,1284  1282 boylston st,boston,2215,272845.0,86715.0,Multifamily Housing,"Multifamily Housing (262165.0),Parking (86715.0),Retail Store (10680.0)",61.5,89.0,16778486.23,10815524.9,574412.527,1747644.0,358511.69,,,,,,,,,,,,,,,,,,,,,,39.99,in compliance,932924.217,2025.0,No,No,No,No,No,No,,,0.0,0.0
2645,104035,504231000.0,,100 jersey st,100 jersey st,100 jersey st,,2215.0,100 jersey st,boston,2215,43124.0,,Multifamily Housing,Multifamily Housing (43124.0),34.1,82.0,1470121.616,,,430868.0,88388.262,,,,,,,,,,,,,,,,,,,,,,22.72,in compliance,88388.262,2025.0,I'm not sure,No,No,No,I'm not sure,I'm not sure,,,0.0,2.0
3408,105044,504233000.0,peterborough housing,42 peterborough st,42 peterborough st,42 peterborough st,,2215.0,42 peterborough st,boston,2215,63142.0,,Multifamily Housing,Multifamily Housing (63142.0),80.4,40.0,5074888.528,1362150.0,72343.787,256469.0,52612.051,,,,,,,,,,2837666.3,210583.216,,,,,,,,,,,63.37,in compliance,335539.054,2025.0,No,No,No,No,No,No,,,0.0,0.0
3407,105043,504236000.0,peterborough gardens cd tr,24-30 peterborough st,24,30 peterborough st,,2215.0,30  24 peterborough st,boston,2215,25672.0,,Multifamily Housing,Multifamily Housing (25672.0),93.1,50.0,2391055.504,1958100.0,103994.691,126892.0,26030.625,,,,,,,,,,,,,,,,,,,,,,36.39,in compliance,130025.316,2025.0,No,No,No,No,No,No,,,0.0,2.0
3002,104499,504238000.0,,25 park dr,25 park dr,25 park dr,,2215.0,31  25 park dr,boston,2215,78582.0,,Multifamily Housing,Multifamily Housing (78582.0),64.1,16.0,5036153.592,4266095.9,226572.353,225691.0,46298.252,,,,,,,,,,,,,,,,,,,,,,40.45,in compliance,272870.605,2025.0,No,No,No,No,No,No,,,0.0,2.0
494,100718,504241000.0,bobson residential llc,11 queensberry st,11 queensberry st,11 queensberry st,,2215.0,11 queensberry st,boston,2215,32628.0,,Multifamily Housing,Multifamily Housing (32628.0),93.1,65.0,3037151.492,21100.0,1120.621,94891.0,19465.94,,,,,,,,,,2692283.4,199794.351,,,,,,,,,,,26.07,in compliance,220380.912,2025.0,I'm not sure,No,No,No,I'm not sure,I'm not sure,,,0.0,2.0
2644,104034,504244000.0,,25-29 queensberry st,25,29 queensberry st,,2215.0,29 a25 queensberry st,boston,2215,38220.0,,Multifamily Housing,Multifamily Housing (38220.0),68.6,,2622733.848,2291500.3,121701.581,97079.0,19914.786,,,,,,,,,,,,,,,,,,,,,,2064.76,in compliance,141616.367,2025.0,I'm not sure,No,No,No,I'm not sure,I'm not sure,,,0.0,2.0
1991,102949,504250000.0,fifty 1 park drive condo assn,51 park dr,51 park dr,51 park dr,,2215.0,51 park dr,boston,2215,29310.0,,Multifamily Housing,Multifamily Housing (29310.0),50.1,96.0,1467986.9,1018200.0,54076.602,131825.0,27042.581,,,,,,,,,,,,,,,,,,,,,,37.18,in compliance,81119.183,2025.0,No,No,No,No,No,No,,,0.0,2.0
2689,104087,504270000.0,levenson norman a trst,16 queensberry st,16 queensberry st,16 queensberry st,,2215.0,16 queensberry st,boston,2215,20890.0,,Multifamily Housing,Multifamily Housing (20890.0),86.2,51.0,1800717.984,,,76332.0,15658.746,,,,,,,,,,1540273.2,114303.674,,,,,,,,,,,38.64,in compliance,129962.42,2030.0,I`m not sure,No,No,No,I`m not sure,I`m not sure,C10086,This building has been reported as part of a campus within Energy Star Portfolio Manager. This reported row of data may not encompass the energy and water usage of the entire building. See this building's corresponding Campus ID at the bottom of this data disclosure spreadsheet to view the reported energy usage for the entire campus of buildings.,0.0,2.0
2263,103379,504272000.0,guarini rosalyn e trst,111 park dr,111 park dr,111 park dr,,2215.0,111 park dr,boston,2215,32832.0,,Multifamily Housing,Multifamily Housing (32832.0),74.3,94.0,2440195.892,,,67616.0,13870.746,,,,,,,,,,2209490.1,163966.26,,,,,,,,,,,62.95,in compliance,177837.006,2025.0,I'm not sure,No,No,No,I'm not sure,I'm not sure,,,0.0,2.0
2688,104086,504273000.0,levenson norman a mtgee,117 park dr,117 park dr,117 park dr,,2215.0,117 park dr,boston,2215,33360.0,,Multifamily Housing,Multifamily Housing (33360.0),49.7,95.0,1656537.58,,,125215.0,25686.605,,,,,,,,,,1229304.0,91226.65,,,,,,,,,,,35.6,in compliance,116913.255,2025.0,I'm not sure,No,No,No,I'm not sure,I'm not sure,,,0.0,2.0
2412,103632,504274000.0,hemenway park drive llc del llc,121 park dr,121 park dr,121 park dr,,2215.0,121 park dr,boston,2215,27800.0,,Multifamily Housing,Multifamily Housing (27800.0),72.8,96.0,2022531.384,601410.0,31940.885,69432.0,14243.28,,,,,,,,,,1184219.4,87880.922,,,,,,,,,,,45.42,pending revisions,134065.087,2025.0,No,No,No,No,No,No,,,0.0,2.0
1961,102915,504275000.0,fenway by the park condo tr,125 park dr,125 park dr,125 park dr,,2215.0,125  131 park dr,boston,2215,49150.0,,Multifamily Housing,Multifamily Housing (49150.0),81.3,91.0,3998210.596,3430000.0,182167.3,166533.0,34162.58,,,,,,,,,,,,,,,,,,,,,,39.79,in compliance,216329.88,2025.0,No,No,No,No,No,No,,,0.0,2.0
2204,103311,504277000.0,gilbert joy s trst,137 park dr,137 park dr,137 park dr,,2215.0,137 park dr,boston,2215,33372.0,,Multifamily Housing,Multifamily Housing (33372.0),44.7,100.0,1492538.516,1184800.0,62924.728,90193.0,18502.192,,,,,,,,,,,,,,,,,,,,,,27.4,in compliance,81426.92,2025.0,I'm not sure,No,No,No,I'm not sure,I'm not sure,C10029,,0.0,0.0
2205,103312,504278000.0,gilbert joy s trst,143 park dr,143 park dr,143 park dr,,2215.0,143 park dr,boston,2215,25715.0,,Multifamily Housing,Multifamily Housing (25715.0),110.8,61.0,2847939.928,2572100.2,136604.242,80844.0,16584.338,,,,,,,,,,,,,,,,,,,,,,79.8,in compliance,153188.58,2025.0,I'm not sure,No,No,No,I'm not sure,I'm not sure,C10029,,0.0,2.0
3955,105901,504281010.0,st cecilias house inc,108 kilmarnock st,108 kilmarnock st,108 kilmarnock st,,2215.0,108 kilmarnock st,boston,2215,80731.0,,Multifamily Housing,Multifamily Housing (80731.0),62.1,83.0,5011421.608,3258981.9,173084.529,513610.7,105362.099,,,,,,,,,,,,,,,,,,,,,,35.44,in compliance,278446.628,2030.0,No,No,No,No,No,No,,,0.0,2.0
3409,105045,504305000.0,,80 peterborough st,80 peterborough st,80 peterborough st,,2215.0,80 peterborough st,boston,2215,28801.0,,Multifamily Housing,Multifamily Housing (28801.0),83.6,44.0,2406853.972,,,115681.0,23730.8,,,,,,,,,,2012150.4,149321.681,,,,,,,,,,,36.78,in compliance,173052.481,2025.0,No,No,No,No,No,No,,,0.0,2.0
3410,105046,504307000.0,,76 peterborough st,76 peterborough st,76 peterborough st,,2215.0,76 peterborough st,boston,2215,28801.0,,Multifamily Housing,Multifamily Housing (28801.0),77.3,26.0,2226219.488,1778568.5,94459.773,131199.0,26914.163,,,,,,,,,,,,,,,,,,,,,,44.0,in compliance,121373.936,2030.0,No,No,No,No,No,No,,,0.0,2.0
3411,105047,504308000.0,,72 peterborough st,72 peterborough st,72 peterborough st,,2215.0,72 peterborough st,boston,2215,41712.0,,Multifamily Housing,Multifamily Housing (41712.0),56.6,74.0,2359608.16,,,170955.0,35069.709,,,,,,,,,,1776309.7,131819.943,,,,,,,,,,,19.52,in compliance,166889.652,2030.0,No,No,No,No,No,No,,,0.0,2.0
2300,103480,504313000.0,,1346-1352 boylston st,1346,1352 boylston st,,2215.0,1350 boylston st,boston,2215,189800.0,49000.0,Multifamily Housing,"Multifamily Housing (182752.0),Parking (49000.0),Other (7048.0)",63.8,67.0,12106107.22,6993644.9,371432.481,1498377.0,307377.058,,,,,,,,,,,,,,,,,,,,,,28.59,in compliance,678809.539,2025.0,I'm not sure,Yes,Yes,Yes,I'm not sure,I'm not sure,,,0.0,2.0
4136,106123,504314014.0,,1304-1330 boylston st,1304,1330 boylston st,,2215.0,1304  1330 boylston st,boston,2215,362394.0,118983.0,Multifamily Housing,"Restaurant (11121.0),Multifamily Housing (248000.0),Medical Office (99112.0),Parking (118983.0),Fast Food Restaurant (2360.0),Fitness Center/Health Club/Gym (1801.0)",104.6,6.0,37889384.07,18719099.6,994171.38,5618489.0,1152576.833,,,,,,,,,,,,,,,,,,,,,,26.61,in compliance,2146748.213,2025.0,No,No,No,No,No,No,,,0.0,2.0
1681,102516,600007010.0,court square press building,9 w broadway,9 w broadway,9 w broadway,,2127.0,9 w broadway,boston,2127,200000.0,,Multifamily Housing,"Veterinary Office (3470.0),Multifamily Housing (196530.0)",61.7,26.0,12334812.12,76600.0,4068.226,1314352.0,269626.169,,,,,,7773643.1,429105.099,,,,,,,,,,,,,,,19.32,in compliance,702799.494,2025.0,Yes,No,No,No,Yes,Yes,C10023,,0.0,0.0
1682,102517,600007010.0,court square press building,141 dorchester ave,141 dorchester ave,141 dorchester ave,,2127.0,9 w broadway,boston,2127,199711.0,289.0,Multifamily Housing,"Office (2051.0),Multifamily Housing (195963.0),Parking (289.0),Fitness Center/Health Club/Gym (1697.0)",57.9,12.0,11570593.22,233200.0,12385.252,2257118.0,463025.187,,,,,,3636106.6,200713.084,,,,,,,,,,,,,,,23.06,in compliance,676123.523,2025.0,I'm not sure,No,No,No,I'm not sure,I'm not sure,C10023,,0.0,0.0
3571,105296,600022010.0,,48-52 w broadway,48,52 w broadway,,2127.0,48  78 w broadway,boston,2127,200755.0,50000.0,Multifamily Housing,"Multifamily Housing (197055.0),Parking (50000.0),Other (3700.0)",33.1,98.0,6637685.264,2956147.5,157000.994,1078997.0,221345.445,,,,,,,,,,,,,,,,,,,,,,21.2,in compliance,378346.439,2025.0,No,No,No,No,No,No,,,0.0,0.0
4129,106114,600026000.0,,26 w broadway,26 w broadway,26 w broadway,,2127.0,26 hf26 w broadway,boston,2127,40924.0,6440.0,Multifamily Housing,"Multifamily Housing (40924.0),Parking (6440.0)",69.8,68.0,2854674.708,2299852.8,122145.182,162609.0,33357.61,,,,,,,,,,,,,,,,,,,,,,26.14,in compliance,155502.792,2030.0,No,No,No,No,No,No,,,1.0,1.0
